id,side,entry_price,quantity,leverage,stop_loss_price,original_stop_loss,take_profit_price,entry_time,use_trailing_stop,ts_activation_pct,ts_callback_pct,position_value,current_price,current_pnl,current_pnl_pct,max_profit,max_drawdown,exit_price,exit_time,exit_reason,pnl,pnl_pct,fees,duration
0,BUY,96447.2,0.18135560725629746,5,93690.18571428572,93690.18571428572,104718.24285714283,2025-02-19 23:00:00,False,0.5,0.2,17491.24052416957,99171.6,2470.426082045292,14.123790011529671,14.123790011529671,-2.8170854104628966,98097.0,2025-02-21 13:00:00,Reverse Signal,1469.541143110307,8.552866231471741,26.461261146892937,38.0
1,SELL,98097.0,0.31859555560177877,5,99717.0142857143,99717.0142857143,94046.96428571426,2025-02-21 13:00:00,False,0.5,0.2,31253.26821786769,99864.8,-2816.066115964127,-9.010469229436186,0.0,-9.010469229436186,99864.8,2025-02-21 18:00:00,Stop Loss,-2863.368428208323,-9.010469229436186,47.30231224419616,5.0
2,BUY,97600.2,0.10258994420801958,5,95083.52857142857,95083.52857142857,102633.54285714285,2025-02-22 14:00:00,False,0.5,0.2,10012.799072691552,94482.9,-1599.0181653982986,-15.969741865283078,2.0471269526087337,-15.969741865283078,94482.9,2025-02-24 18:00:00,Stop Loss,-1613.797511282526,-15.969741865283078,14.779345884227583,52.0
3,SELL,88928.6,0.11550172126023853,5,91955.55714285714,91955.55714285714,79847.7285714286,2025-02-26 19:00:00,False,0.5,0.2,10271.406369263248,88988.0,-34.30401121428748,-0.3339757963129644,10.841281657419612,-3.943613190806974,89135.6,2025-02-27 21:00:00,Reverse Signal,-134.9693227004674,-1.163855047757414,15.425041196120524,26.0
4,BUY,89135.6,0.10707622010107823,5,85933.48571428572,85933.48571428572,98741.94285714286,2025-02-27 21:00:00,False,0.5,0.2,9544.303124441669,84000.0,-2749.50317975549,-28.807793967842287,0.0,-28.807793967842287,84000.0,2025-02-28 04:00:00,Stop Loss,-2763.407208965189,-28.807793967842287,13.904029209699182,7.0
5,BUY,84071.0,0.07757227423336314,5,81432.17142857144,81432.17142857144,91987.48571428568,2025-02-28 19:00:00,False,0.5,0.2,6521.578667073073,84188.9,45.728855660565316,0.7011930392168177,0.7344982217411473,-0.08266822090848319,84188.9,2025-03-01 08:00:00,End of Backtest,35.93962833160662,0.7011930392168177,9.789227328958695,13.0
