timestamp,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-12-16 00:00:00,1734307200000,224.26,227.56,223.41,225.95,267039.621,1734310799999,60310297.97641,201164,135677.092,30640767.51026,0
2024-12-16 01:00:00,1734310800000,225.95,227.14,225.25,225.58,177584.395,1734314399999,40150440.38673,114983,90114.276,20374436.74511,0
2024-12-16 02:00:00,1734314400000,225.58,225.74,222.0,222.3,148791.668,1734317999999,33230511.0954,119672,60284.752,13459027.67481,0
2024-12-16 03:00:00,1734318000000,222.3,222.94,220.45,221.25,120839.286,1734321599999,26795538.40945,113366,62899.382,13949771.97694,0
2024-12-16 04:00:00,1734321600000,221.25,222.2,220.77,221.36,68597.557,1734325199999,15201214.42404,67723,37958.915,8412734.86235,0
2024-12-16 05:00:00,1734325200000,221.35,222.47,220.6,222.35,65784.053,1734328799999,14587455.16981,68883,37820.726,8387890.17372,0
2024-12-16 06:00:00,1734328800000,222.35,223.42,221.83,222.69,87492.492,1734332399999,19485678.92382,64785,42229.624,9405797.67361,0
2024-12-16 07:00:00,1734332400000,222.69,223.89,222.37,223.13,106704.06,1734335999999,23808588.95057,54117,46359.668,10344672.10671,0
2024-12-16 08:00:00,1734336000000,223.12,223.33,219.81,219.97,198355.866,1734339599999,43866349.3025,105398,86112.916,19045490.19046,0
2024-12-16 09:00:00,1734339600000,219.98,220.38,218.3,218.48,142690.705,1734343199999,31310438.97103,121414,66362.394,14565428.09039,0
2024-12-16 10:00:00,1734343200000,218.47,218.65,217.08,217.58,177176.165,1734346799999,38590775.2776,111286,93926.007,20462249.90226,0
2024-12-16 11:00:00,1734346800000,217.57,217.89,213.61,214.1,294779.666,1734350399999,63626089.95432,146370,118821.41,25640245.44199,0
2024-12-16 12:00:00,1734350400000,214.11,215.73,213.65,214.3,211204.09,1734353999999,45351655.5855,138536,117897.765,25314919.25644,0
2024-12-16 13:00:00,1734354000000,214.31,216.49,213.26,216.23,162635.994,1734357599999,35011513.28917,108690,83992.739,18082206.29567,0
2024-12-16 14:00:00,1734357600000,216.23,218.03,215.7,216.54,258147.872,1734361199999,55931851.17298,154826,135657.697,29389318.72099,0
2024-12-16 15:00:00,1734361200000,216.55,218.09,215.69,216.98,196843.284,1734364799999,42704019.46023,170357,113245.103,24571837.66024,0
2024-12-16 16:00:00,1734364800000,216.97,219.58,216.81,218.51,208782.592,1734368399999,45566778.63546,172111,124846.616,27243620.84198,0
2024-12-16 17:00:00,1734368400000,218.5,221.0,218.5,219.4,193243.723,1734371999999,42439410.69625,139393,118385.161,26001108.78918,0
2024-12-16 18:00:00,1734372000000,219.41,221.74,218.22,221.71,188834.817,1734375599999,41496384.92041,149575,94854.476,20846997.01677,0
2024-12-16 19:00:00,1734375600000,221.7,221.74,217.87,218.33,182209.005,1734379199999,39904962.18244,159379,71740.311,15709015.7305,0
2024-12-16 20:00:00,1734379200000,218.34,218.5,216.09,216.44,138431.255,1734382799999,30065967.73501,119594,62444.341,13560468.2776,0
2024-12-16 21:00:00,1734382800000,216.45,218.82,216.45,218.75,92944.684,1734386399999,20248955.80909,91587,54995.323,11983140.93038,0
2024-12-16 22:00:00,1734386400000,218.76,218.97,217.32,217.88,60965.347,1734389999999,13312961.97746,39985,28587.631,6242777.97543,0
2024-12-16 23:00:00,1734390000000,217.89,218.41,215.86,216.19,113331.004,1734393599999,24553635.14357,86480,50051.376,10844461.97829,0
2024-12-17 00:00:00,1734393600000,216.19,216.69,211.79,211.8,271325.151,1734397199999,58135868.62942,205767,112272.71,24062906.24055,0
2024-12-17 01:00:00,1734397200000,211.8,214.83,211.36,214.23,157668.094,1734400799999,33621035.67812,134651,81648.825,17415784.96323,0
2024-12-17 02:00:00,1734400800000,214.23,215.3,213.49,213.9,115457.095,1734404399999,24753178.07615,68239,50863.312,10906714.45715,0
2024-12-17 03:00:00,1734404400000,213.89,215.69,213.87,215.45,92476.439,1734407999999,19866441.60514,71349,53486.308,11492238.69727,0
2024-12-17 04:00:00,1734408000000,215.45,215.72,213.0,214.31,140495.903,1734411599999,30093133.62001,83681,56938.547,12196450.58831,0
2024-12-17 05:00:00,1734411600000,214.31,215.2,213.15,215.01,80798.75,1734415199999,17313331.85068,69917,37543.631,8047027.82922,0
2024-12-17 06:00:00,1734415200000,215.0,215.55,213.84,215.12,78841.417,1734418799999,16931771.83887,68601,33740.359,7246267.12498,0
2024-12-17 07:00:00,1734418800000,215.12,216.54,214.94,215.57,90323.381,1734422399999,19496539.29476,75467,50499.493,10901153.42225,0
2024-12-17 08:00:00,1734422400000,215.57,217.76,215.5,217.23,109887.572,1734425999999,23830672.50999,83976,49699.37,10778594.71723,0
2024-12-17 09:00:00,1734426000000,217.24,222.33,216.89,221.91,233089.06,1734429599999,51329577.03046,146563,134429.27,29601127.26843,0
2024-12-17 10:00:00,1734429600000,221.91,223.84,221.57,222.89,274993.746,1734433199999,61224293.01089,168950,141350.781,31469532.62096,0
2024-12-17 11:00:00,1734433200000,222.89,223.4,221.1,221.59,197561.105,1734436799999,43902126.84271,132708,91692.365,20378390.97119,0
2024-12-17 12:00:00,1734436800000,221.6,227.55,221.07,227.21,460343.39,1734440399999,103562146.15563,196228,275523.356,62030985.36723,0
2024-12-17 13:00:00,1734440400000,227.21,227.52,223.21,223.61,301518.38,1734443999999,67863293.69707,159774,139981.97,31506350.20207,0
2024-12-17 14:00:00,1734444000000,223.6,223.87,219.4,222.06,322224.047,1734447599999,71387366.94008,248556,139661.817,30939904.17222,0
2024-12-17 15:00:00,1734447600000,222.06,222.06,217.0,220.53,374920.132,1734451199999,82188741.19442,327296,166494.863,36495033.67217,0
2024-12-17 16:00:00,1734451200000,220.53,227.33,219.86,226.96,522107.787,1734454799999,117622418.86345,296434,290961.229,65531456.10301,0
2024-12-17 17:00:00,1734454800000,226.97,228.41,225.15,227.42,261154.07,1734458399999,59207571.20641,172909,143907.205,32643091.45501,0
2024-12-17 18:00:00,1734458400000,227.41,228.95,226.03,227.82,224233.635,1734461999999,51031574.82189,160946,101541.551,23115231.55899,0
2024-12-17 19:00:00,1734462000000,227.82,228.77,226.18,227.45,189512.508,1734465599999,43111085.07735,141592,93111.708,21181473.65797,0
2024-12-17 20:00:00,1734465600000,227.46,228.6,226.02,226.4,171303.202,1734469199999,38886051.6302,122162,84125.918,19103624.15176,0
2024-12-17 21:00:00,1734469200000,226.39,226.77,224.83,225.66,140790.268,1734472799999,31760313.76429,120733,59789.611,13487858.89891,0
