timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-10-01 00:00:00,26783.3,26950.0,26520.0,26950.0,1013.341,2023-10-01 00:14:59.999,27097247.9857,332,519.127,13988929.2935,0
2023-10-01 00:15:00,26950.0,26950.0,26520.0,26950.0,839.853,2023-10-01 00:29:59.999,22452968.7394,210,416.365,11220322.0246,0
2023-10-01 00:30:00,26950.0,26950.0,26522.0,26522.0,614.697,2023-10-01 00:44:59.999,16436510.135,203,312.078,8409627.4497,0
2023-10-01 00:45:00,26945.0,26949.9,26525.0,26526.0,664.831,2023-10-01 00:59:59.999,17773444.6864,172,328.974,8863859.8618,0
2023-10-01 01:00:00,26812.0,26959.9,26525.0,26958.5,1057.19,2023-10-01 01:14:59.999,28276848.3045,281,539.904,14553264.499,0
2023-10-01 01:15:00,26525.0,26959.2,26522.0,26959.2,1355.989,2023-10-01 01:29:59.999,36129394.4116,236,363.717,9804442.4799,0
2023-10-01 01:30:00,26959.2,26959.6,26510.1,26959.6,981.415,2023-10-01 01:44:59.999,26242517.281,247,497.817,13419669.0964,0
2023-10-01 01:45:00,26959.6,26959.9,26510.1,26959.9,1278.45,2023-10-01 01:59:59.999,34179203.0639,237,638.863,17223078.9895,0
2023-10-01 02:00:00,26959.9,26959.9,26510.1,26959.9,990.257,2023-10-01 02:14:59.999,26473502.9131,489,492.117,13267068.986,0
2023-10-01 02:15:00,26959.9,26959.9,26510.2,26957.0,1117.987,2023-10-01 02:29:59.999,29894585.5831,592,571.136,15397287.9548,0
2023-10-01 02:30:00,26957.0,26957.0,26510.3,26510.3,859.797,2023-10-01 02:44:59.999,22986708.1554,540,431.354,11626358.8904,0
2023-10-01 02:45:00,26842.2,26950.0,26510.3,26950.0,1022.107,2023-10-01 02:59:59.999,27329097.6839,502,517.528,13943883.2602,0
2023-10-01 03:00:00,26831.1,26957.0,26510.3,26895.9,981.248,2023-10-01 03:14:59.999,26241142.1514,588,495.903,13346452.2365,0
2023-10-01 03:15:00,26895.9,26957.0,26511.1,26519.5,774.248,2023-10-01 03:29:59.999,20693044.1344,634,372.523,10008134.1069,0
2023-10-01 03:30:00,26511.1,26959.9,26511.1,26511.1,1084.807,2023-10-01 03:44:59.999,28990835.538,607,512.013,13780472.6652,0
2023-10-01 03:45:00,26713.3,26959.9,26511.1,26929.0,1147.338,2023-10-01 03:59:59.999,30715150.5711,903,637.999,17174489.9016,0
2023-10-01 04:00:00,26805.4,26959.9,26511.1,26959.6,926.486,2023-10-01 04:14:59.999,24778489.5191,661,468.34,12608462.634,0
2023-10-01 04:15:00,26948.1,26959.8,26511.1,26820.9,681.998,2023-10-01 04:29:59.999,18236810.1257,700,339.018,9115419.444,0
2023-10-01 04:30:00,26901.7,26959.8,26511.1,26959.8,805.151,2023-10-01 04:44:59.999,21528065.2623,849,385.375,10363553.9701,0
2023-10-01 04:45:00,26959.8,26959.9,26511.0,26885.1,1087.07,2023-10-01 04:59:59.999,29083875.8446,973,564.137,15175068.0888,0
2023-10-01 05:00:00,26929.2,26959.9,26511.0,26511.0,934.531,2023-10-01 05:14:59.999,24994547.803,915,463.858,12474417.4646,0
2023-10-01 05:15:00,26616.7,26959.9,26511.0,26511.0,1121.307,2023-10-01 05:29:59.999,29998137.8827,958,571.735,15383145.4234,0
2023-10-01 05:30:00,26697.8,26959.9,26511.0,26959.5,1062.324,2023-10-01 05:44:59.999,28423351.5915,859,555.331,14946437.4797,0
2023-10-01 05:45:00,26899.3,27073.9,26511.0,27016.0,1336.774,2023-10-01 05:59:59.999,35792854.8948,887,573.808,15480297.8694,0
2023-10-01 06:00:00,27016.0,27100.0,26511.3,27095.0,1264.342,2023-10-01 06:14:59.999,34173439.0622,364,601.303,16283115.8582,0
2023-10-01 06:15:00,27038.9,27100.0,26511.0,26661.0,1200.97,2023-10-01 06:29:59.999,32425021.7495,512,519.967,14063673.4359,0
2023-10-01 06:30:00,26603.2,27122.5,26510.3,26510.3,5333.282,2023-10-01 06:44:59.999,144467573.4921,576,3165.762,85801653.7166,0
2023-10-01 06:45:00,26666.4,27136.4,26510.3,27128.0,1793.224,2023-10-01 06:59:59.999,48568224.3545,352,854.991,23172806.045,0
2023-10-01 07:00:00,27128.0,27132.5,26555.0,27132.5,2598.924,2023-10-01 07:14:59.999,70454357.5345,433,1986.956,53902083.0347,0
2023-10-01 07:15:00,26983.3,27132.5,26555.0,27108.2,955.326,2023-10-01 07:29:59.999,25690201.737,1084,477.205,12898215.3996,0
2023-10-01 07:30:00,27027.3,27134.6,26555.0,27006.6,860.34,2023-10-01 07:44:59.999,23225158.6278,628,346.758,9381313.7344,0
2023-10-01 07:45:00,27039.8,27134.6,26600.0,27107.0,1126.939,2023-10-01 07:59:59.999,30503269.9628,334,393.786,10673361.0,0
2023-10-01 08:00:00,27107.5,27134.6,26600.0,27090.0,1493.758,2023-10-01 08:14:59.999,40463048.4316,362,733.573,19882927.1233,0
2023-10-01 08:15:00,27090.0,27110.4,26600.2,27022.7,756.668,2023-10-01 08:29:59.999,20478203.3656,366,371.609,10064464.9383,0
2023-10-01 08:30:00,27022.7,27200.0,26600.2,27142.3,942.373,2023-10-01 08:44:59.999,25404572.0472,857,382.053,10331956.5417,0
2023-10-01 08:45:00,27142.3,27200.5,26520.0,27137.3,1297.687,2023-10-01 08:59:59.999,35042784.9634,667,576.544,15621014.4752,0
2023-10-01 09:00:00,27133.1,27300.0,27129.9,27154.1,1459.176,2023-10-01 09:14:59.999,39715287.1887,318,988.001,26925529.0545,0
2023-10-01 09:15:00,27157.9,27300.0,27144.7,27178.8,1409.334,2023-10-01 09:29:59.999,38307711.8923,442,683.587,18582607.3158,0
2023-10-01 09:30:00,27207.4,27226.6,27176.8,27188.9,1112.919,2023-10-01 09:44:59.999,30268745.4278,251,512.054,13928108.9768,0
2023-10-01 09:45:00,27186.6,27226.2,27160.0,27217.8,857.179,2023-10-01 09:59:59.999,23317442.8709,270,311.134,8463756.9115,0
2023-10-01 10:00:00,27217.8,27300.0,27212.9,27256.0,1773.185,2023-10-01 10:14:59.999,48320018.637,385,887.025,24178365.992,0
2023-10-01 10:15:00,27256.0,27261.5,27145.5,27226.8,1666.458,2023-10-01 10:29:59.999,45382639.528,293,812.032,22116831.5312,0
2023-10-01 10:30:00,27226.8,27226.8,26700.0,27164.3,1361.743,2023-10-01 10:44:59.999,37014894.1336,361,813.219,22111901.9216,0
