timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-12-10,200.0,240.0,200.0,229.2,9470,1733875199999,2054216.5000,205,3540,812935.4000,0
2024-12-11,200.5,249.8,198.5,249.3,6369,1733961599999,1442594.9000,190,4535,1064561.5000,0
2024-12-12,206.4,249.4,205.0,210.1,6475,1734047999999,1493803.0000,321,2969,739289.2000,0
2024-12-13,249.4,249.4,210.1,211.1,5649,1734134399999,1287185.0000,197,2726,667905.9000,0
2024-12-14,211.1,249.7,210.5,210.5,20344,1734220799999,4472840.2000,187,3667,907426.0000,0
2024-12-15,249.6,249.6,210.0,240.0,5312,1734307199999,1152753.6000,142,1319,311780.4000,0
2024-12-16,240.0,240.0,198.6,198.6,7649,1734393599999,1693770.3000,271,3921,926202.7000,0
2024-12-17,198.6,239.3,198.6,239.3,10655,1734479999999,2323654.8000,481,4519,1063340.5000,0
2024-12-18,239.3,239.3,198.8,198.9,7804,1734566399999,1682424.9000,302,3026,713936.3000,0
2024-12-19,198.9,234.0,198.4,198.4,14115,1734652799999,2878571.9000,652,2177,500263.2000,0
2024-12-20,198.4,220.0,165.0,220.0,19022,1734739199999,3687346.0000,339,1860,378472.5000,0
2024-12-21,197.0,222.0,197.0,198.0,2643,1734825599999,539704.0000,243,719,158768.7000,0
2024-12-22,198.0,219.8,170.0,181.1,12420,1734911999999,2405105.5000,295,5230,1049803.8000,0
2024-12-23,181.1,200.1,181.0,200.0,23377,1734998399999,4439161.2000,594,12372,2427615.4000,0
2024-12-24,200.0,219.7,182.4,215.0,8442,1735084799999,1727417.0000,361,4408,937858.5000,0
2024-12-25,214.8,219.7,195.0,219.7,10011,1735171199999,2069055.0000,490,4683,1023833.9000,0
2024-12-26,215.7,219.7,196.0,214.0,5700,1735257599999,1168794.2000,424,2526,541877.5000,0
2024-12-27,196.2,214.4,182.4,182.4,15489,1735343999999,2996990.4000,370,1096,234672.2000,0
2024-12-28,182.4,219.3,165.8,190.0,11243,1735430399999,2098833.2000,316,2123,451737.5000,0
2024-12-29,190.0,219.2,166.9,193.1,3241,1735516799999,629889.8000,122,1665,334491.7000,0
2024-12-30,188.4,213.5,170.0,196.3,3755,1735603199999,758810.9000,169,2844,593391.9000,0
2024-12-31,196.3,213.0,171.0,200.1,3452,1735689599999,698406.6000,282,2548,528766.0000,0
2025-01-01,211.9,211.9,200.1,211.0,6797,1735775999999,1399796.7000,236,3418,722218.5000,0
2025-01-02,211.0,221.0,200.5,200.6,12414,1735862399999,2613689.9000,368,5995,1311287.4000,0
2025-01-03,200.6,243.9,200.6,201.1,4382,1735948799999,943790.8000,133,1793,421625.5000,0
2025-01-04,201.2,237.0,189.0,236.9,9982,1736035199999,2124888.1000,413,3980,932876.4000,0
2025-01-05,236.9,236.9,195.0,195.0,2940,1736121599999,620103.2000,156,996,235048.8000,0
2025-01-06,235.8,235.8,191.0,219.7,3394,1736207999999,731582.9000,264,1900,434834.7000,0
2025-01-07,219.7,233.2,190.1,190.1,3479,1736294399999,707943.9000,149,1598,345866.9000,0
2025-01-08,190.1,220.0,189.0,189.4,4152,1736380799999,811229.8000,148,930,199484.5000,0
2025-01-09,196.6,229.7,189.5,189.5,6906,1736467199999,1338599.3000,241,2926,579601.8000,0
2025-01-10,189.5,214.9,189.5,214.5,6201,1736553599999,1214997.7000,243,1631,346188.5000,0
2025-01-11,214.5,214.5,190.1,190.9,8353,1736639999999,1632546.4000,168,1627,342350.5000,0
2025-01-12,191.0,224.9,190.1,190.2,5414,1736726399999,1067400.5000,381,2443,497954.5000,0
2025-01-13,190.2,215.0,165.2,190.0,18889,1736812799999,3397947.8000,224,1537,290400.0000,0
2025-01-14,182.1,207.9,165.3,187.0,4139,1736899199999,770746.7000,109,2836,549403.4000,0
2025-01-15,181.6,214.7,167.0,214.7,7810,1736985599999,1572979.3000,363,4373,915591.2000,0
2025-01-16,214.7,244.0,188.6,230.0,7028,1737071999999,1532473.4000,187,4497,1049724.0000,0
2025-01-17,230.0,231.5,190.0,206.7,8314,1737158399999,1787630.9000,212,3849,868659.7000,0
2025-01-18,206.7,300.0,206.7,255.8,18977,1737244799999,4683538.8000,403,16156,4055364.6000,0
2025-01-19,255.8,320.0,223.0,266.5,12839,1737331199999,3578242.2000,331,9228,2623436.5000,0
2025-01-20,231.2,275.0,231.1,247.5,5675,1737417599999,1389982.8000,201,538,143738.7000,0
2025-01-21,247.5,274.9,223.1,268.9,12234,1737503999999,3015761.5000,341,4283,1135842.4000,0
2025-01-22,223.2,274.8,223.2,267.4,19097,1737590399999,5090965.2000,448,11133,3037456.1000,0
2025-01-23,267.4,274.7,223.2,253.3,10567,1737676799999,2723284.8000,310,4180,1139695.4000,0
2025-01-24,253.3,274.6,224.1,274.5,12945,1737763199999,3444794.3000,328,6991,1894882.1000,0
2025-01-25,274.5,274.8,225.3,274.8,13741,1737849599999,3592553.8000,497,8262,2260754.4000,0
2025-01-26,274.8,276.0,243.1,243.1,14804,1737935999999,3809764.2000,415,6421,1748937.1000,0
2025-01-27,243.1,276.0,225.5,225.5,14116,1738022399999,3389762.0000,527,4059,1036352.0000,0
2025-01-28,225.5,259.9,225.5,255.0,7106,1738108799999,1707752.1000,357,3153,809144.0000,0
2025-01-29,255.0,270.0,223.2,239.9,10571,1738195199999,2484646.3000,385,3870,974990.4000,0
2025-01-30,223.2,270.0,223.2,223.6,6269,1738281599999,1501545.7000,373,2714,696713.6000,0
2025-01-31,223.6,269.4,223.6,230.2,6299,1738367999999,1496087.7000,222,2624,669394.9000,0
2025-02-01,259.9,269.2,225.0,225.0,6972,1738454399999,1643048.5000,232,2006,510578.8000,0
2025-02-02,225.0,250.0,182.6,210.0,30237,1738540799999,6404215.4000,1199,5678,1285348.3000,0
2025-02-03,210.0,235.0,165.3,204.9,7279,1738627199999,1452633.8000,288,4026,830094.1000,0
2025-02-04,190.4,206.9,188.2,204.1,13915,1738713599999,2762961.2000,439,8505,1735851.7000,0
2025-02-05,188.3,225.0,180.0,190.1,13872,1738799999999,2722777.4000,651,7211,1475157.4000,0
2025-02-06,190.1,225.0,190.0,202.0,8076,1738886399999,1657350.6000,255,3668,807657.0000,0
2025-02-07,202.0,231.8,190.5,229.8,6966,1738972799999,1490533.2000,648,3090,675479.2000,0
2025-02-08,225.0,231.0,190.9,190.9,6106,1739059199999,1248672.9000,493,1535,326594.3000,0
2025-02-09,220.0,240.5,190.9,216.0,1902,1739145599999,400707.6000,169,822,181261.3000,0
2025-02-10,216.0,235.0,191.3,191.5,5921,1739231999999,1235898.3000,228,479,106696.6000,0
2025-02-11,191.5,230.0,191.1,191.3,6443,1739318399999,1263372.5000,178,1129,245611.9000,0
2025-02-12,191.3,216.2,191.3,192.5,6981,1739404799999,1378079.3000,349,2262,468943.4000,0
2025-02-13,192.5,216.0,191.3,215.0,11499,1739491199999,2311496.9000,361,5436,1140945.1000,0
2025-02-14,195.0,220.0,191.4,191.5,12945,1739577599999,2619260.3000,326,5838,1247579.1000,0
2025-02-15,191.5,220.0,191.5,219.7,13937,1739663999999,2792152.8000,584,4626,996393.5000,0
2025-02-16,210.3,220.0,191.1,191.1,13317,1739750399999,2663829.8000,231,2750,603126.2000,0
2025-02-17,191.1,214.9,180.0,190.1,22488,1739836799999,4230797.9000,396,2927,597442.8000,0
2025-02-18,190.1,190.1,160.2,160.5,30975,1739923199999,5257742.4000,1861,12609,2249259.5000,0
2025-02-19,168.5,200.0,160.2,186.6,15126,1740009599999,2666032.4000,858,5651,1033230.0000,0
2025-02-20,161.1,198.0,161.1,176.4,14206,1740095999999,2490053.1000,1717,6055,1099017.5000,0
2025-02-21,176.8,197.6,161.2,161.2,11481,1740182399999,1950211.5000,458,1838,356417.2000,0
2025-02-22,174.4,197.4,161.1,161.4,16688,1740268799999,2813444.5000,1314,4892,884945.6000,0
2025-02-23,175.8,197.3,161.3,161.8,14898,1740355199999,2508525.1000,663,6587,1151727.8000,0
2025-02-24,169.6,174.9,125.3,135.5,75497,1740441599999,11352382.5000,1182,16036,2673665.6000,0
2025-02-25,159.8,159.8,135.7,159.7,53800,1740527999999,7605010.4000,750,15568,2373533.3000,0
2025-02-26,150.0,187.4,136.4,137.1,37759,1740614399999,5458299.4000,675,8984,1397343.1000,0
2025-02-27,137.1,153.8,137.0,152.8,26978,1740700799999,3895478.6000,815,11618,1758222.2000,0
2025-02-28,137.6,160.0,125.9,160.0,50722,1740787199999,7071692.6000,774,17447,2589633.6000,0
2025-03-01,160.0,160.0,136.5,154.5,21180,1740873599999,3058213.8000,705,7614,1170978.3000,0
2025-03-02,136.7,195.5,130.5,189.9,43171,1740959999999,6636980.0000,1319,28431,4606171.4000,0
2025-03-03,165.0,189.9,151.3,151.4,21871,1741046399999,3493855.3000,1484,5058,893165.3000,0
2025-03-04,151.4,170.0,140.0,154.0,27879,1741132799999,4182822.4000,880,9993,1576795.5000,0
2025-03-05,154.0,158.4,140.4,157.0,20133,1741219199999,2957754.6000,1101,10887,1644092.7000,0
2025-03-06,150.4,172.0,141.0,158.5,48864,1741305599999,7944430.8000,917,26281,4401020.2000,0
2025-03-07,158.5,180.0,158.5,158.8,9843,1741391999999,1607160.5000,450,3284,565348.0000,0
2025-03-08,158.8,180.0,158.6,159.1,12009,1741478399999,1946976.0000,403,4284,715450.0000,0
2025-03-09,159.1,175.0,125.0,130.0,235483,1741564799999,35097403.5000,538,1455,250610.4000,0
