open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,timestamp
1733551200000,0.43173,0.44376,0.4312,0.44236,151537710.0,1733554799999,66490837.92095,125125,92890577.0,40774824.94088,0,2024-12-07 06:00:00
1733554800000,0.44236,0.45399,0.43834,0.44778,484641476.0,1733558399999,216753919.14195,409399,261652802.0,117059450.13834,0,2024-12-07 07:00:00
1733558400000,0.44776,0.44989,0.44171,0.4437,154158106.0,1733561999999,68728597.17173,173428,76142506.0,33951131.03039,0,2024-12-07 08:00:00
1733562000000,0.4437,0.45011,0.44356,0.44909,113625243.0,1733565599999,50909517.19718,135309,56617890.0,25370658.33258,0,2024-12-07 09:00:00
1733565600000,0.44909,0.45351,0.4451,0.4504,178411416.0,1733569199999,80274227.02233,162830,92278143.0,41525900.67183,0,2024-12-07 10:00:00
1733569200000,0.45039,0.45306,0.44801,0.44985,139716977.0,1733572799999,62952315.21425,120368,69802039.0,31457742.99003,0,2024-12-07 11:00:00
1733572800000,0.44985,0.45061,0.44613,0.44775,142436881.0,1733576399999,63945493.27978,116139,61344420.0,27543061.74989,0,2024-12-07 12:00:00
1733576400000,0.44775,0.449,0.44526,0.446,90190396.0,1733579999999,40315443.28866,86604,40747673.0,18213341.90767,0,2024-12-07 13:00:00
1733580000000,0.44601,0.44919,0.44214,0.44912,115603387.0,1733583599999,51546556.48653,108582,55446957.0,24736821.19973,0,2024-12-07 14:00:00
1733583600000,0.44911,0.45542,0.44792,0.45271,208262785.0,1733587199999,94068961.5437,180326,108004854.0,48793186.41317,0,2024-12-07 15:00:00
1733587200000,0.4527,0.45968,0.45093,0.45724,219183039.0,1733590799999,100043308.75505,241327,115566535.0,52758086.05846,0,2024-12-07 16:00:00
1733590800000,0.45725,0.46,0.45235,0.45761,261863152.0,1733594399999,119565388.1274,207365,135153396.0,61735402.77239,0,2024-12-07 17:00:00
1733594400000,0.45761,0.46625,0.45678,0.45945,309549158.0,1733597999999,142918014.10034,269642,167007332.0,77108370.48278,0,2024-12-07 18:00:00
1733598000000,0.45946,0.46499,0.45592,0.46482,170345624.0,1733601599999,78418658.94159,175207,89371999.0,41150601.8423,0,2024-12-07 19:00:00
1733601600000,0.46482,0.46499,0.45753,0.45856,118025086.0,1733605199999,54423057.7091,146893,57225573.0,26394943.74381,0,2024-12-07 20:00:00
