timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignored
2024-02-01 00:00:00,42580.0,42687.63,42220.85,42474.95,1507.53813,1706749199999,64024220.6780343,55719,736.23403000,31265364.06206120,0
2024-02-01 01:00:00,42474.96,42476.0,41884.28,41983.54,2384.42419,1706752799999,100303759.970124,94271,1088.07569000,45761708.13855090,0
2024-02-01 02:00:00,41983.54,42176.87,41958.71,42162.56,1253.03633,1706756399999,52745245.275757,45927,700.93744000,29504049.52081310,0
2024-02-01 03:00:00,42162.55,42190.4,41958.71,42015.65,1014.26773,1706759999999,42671119.5590944,45188,519.53853000,21859056.73699790,0
2024-02-01 04:00:00,42015.65,42141.68,41889.95,42073.43,1689.40041,1706763599999,70986295.9811924,56996,810.01494000,34039725.27431580,0
2024-02-01 05:00:00,42073.43,42198.0,42028.41,42156.5,1043.08963,1706767199999,43926036.9358856,58677,545.28201000,22966505.61159970,0
2024-02-01 06:00:00,42156.5,42225.47,42123.35,42192.4,1034.13285,1706770799999,43622566.8813531,41184,583.92304000,24632204.82097770,0
2024-02-01 07:00:00,42192.39,42300.0,42124.59,42190.16,1046.12528,1706774399999,44185138.2066485,35544,562.47631000,23760731.02530140,0
2024-02-01 08:00:00,42190.15,42250.0,42125.25,42244.54,819.12804,1706777999999,34553020.35086,36596,430.63316000,18165951.82590760,0
2024-02-01 09:00:00,42244.54,42261.81,42130.0,42148.31,744.12464,1706781599999,31397341.4208612,34173,376.84676000,15901037.02708130,0
2024-02-01 10:00:00,42148.31,42331.1,42112.95,42226.02,1161.43848,1706785199999,49058333.4051808,45211,770.14223000,32535189.45618510,0
2024-02-01 11:00:00,42226.01,42298.03,42026.52,42087.52,1278.06135,1706788799999,53891178.3385723,44052,532.52315000,22461557.61894190,0
2024-02-01 12:00:00,42087.52,42237.24,41944.89,42142.8,1494.45184,1706792399999,62939234.2486753,62802,844.21545000,35562368.52100450,0
2024-02-01 13:00:00,42142.81,42294.0,41981.17,42219.61,1253.09846,1706795999999,52806884.9947573,55111,658.02199000,27728820.05932860,0
2024-02-01 14:00:00,42219.61,42657.48,42186.0,42651.1,2229.76128,1706799599999,94655481.1806448,110160,1262.90750000,53616609.99320370,0
2024-02-01 15:00:00,42651.1,42946.6,42516.11,42516.12,2881.0304,1706803199999,123123213.9463458,121730,1325.33527000,56642762.42397990,0
2024-02-01 16:00:00,42516.12,42698.0,42364.0,42658.15,1874.20315,1706806799999,79726250.5453893,63398,930.91550000,39598199.57394020,0
2024-02-01 17:00:00,42658.15,43169.23,42628.0,42924.0,2693.82895,1706810399999,115688757.3109099,94794,1405.76438000,60360252.30674870,0
2024-02-01 18:00:00,42923.99,43053.03,42771.82,42847.06,1644.6931,1706813999999,70557558.8183078,61631,744.49331000,31936237.85571080,0
2024-02-01 19:00:00,42847.07,43285.13,42831.11,43218.94,1870.84384,1706817599999,80514298.2584566,64645,1027.15560000,44207940.01378880,0
2024-02-01 20:00:00,43218.94,43279.91,42895.86,43011.83,1625.6493,1706821199999,70014774.8824174,56827,832.94674000,35865739.86110140,0
2024-02-01 21:00:00,43011.83,43220.0,42967.19,43096.41,1259.54812,1706824799999,54286572.6093762,46642,699.11171000,30129939.32439560,0
2024-02-01 22:00:00,43096.42,43111.1,42872.91,42927.11,731.61076,1706828399999,31450938.4341637,31369,354.85359000,15256262.14016270,0
2024-02-01 23:00:00,42927.12,43086.13,42886.33,43082.94,697.56038,1706831999999,29993218.4109944,29622,392.49471000,16877336.29211420,0
2024-02-02 00:00:00,43082.95,43432.63,43046.48,43174.41,1792.3848,1706835599999,77532627.7884191,60430,982.81744000,42516696.48953240,0
2024-02-02 01:00:00,43174.41,43296.35,43104.79,43121.1,1034.42382,1706839199999,44676636.5901748,32569,504.69470000,21799915.26121890,0
